feature,rate,mean_pos,mean_neg,diff,p
feature_109,0.09992,0.1401684840578771,-0.015560433436033297,0.1557289174939104,9.295587273107286e-31
feature_039,0.10196,0.13146415412368906,-0.01492593331532349,0.14639008743901255,1.2509700706185016e-28
feature_027,0.59924,0.008787138319247257,-0.013139047725490313,0.021926186044737568,6.103342682655326e-08
feature_043,0.19946,-0.01746208975093051,0.004350798737950419,-0.021812888488880928,1.9138000273328102e-06
feature_079,0.04086,-0.02933011647567407,0.0012494824104450567,-0.030579598886119125,0.002482397437687207
feature_089,0.35254,-0.006717581373927298,0.0036577026187294332,-0.010375283992656732,0.01592522997082387
feature_022,0.04986,-0.01716982901908725,0.0009010121401582071,-0.018070841159245458,0.021683915830360074
feature_106,0.28004,-0.007619749672044143,0.002963823959827588,-0.010583573631871731,0.023605368258231098
feature_042,0.19884,-0.008574660240202243,0.0021281459909631576,-0.010702806231165402,0.031360972411646065
feature_073,0.04768,0.017086142068482257,-0.0008554553657037604,0.017941597434186017,0.08727285592749903
feature_074,0.44906,-0.003952636115886611,0.0032217133883150058,-0.007174349504201616,0.09030259650036775
feature_029,0.07964,0.012879710786699116,-0.0011144988559851463,0.013994209642684262,0.09899861835539134
feature_097,0.22012,-0.005354930992974537,0.001511421513735169,-0.0068663525067097055,0.16386933035329462
feature_108,0.44844,-0.00321005021114035,0.002609897230839813,-0.005819947441980163,0.16834926366713338
feature_060,0.34888,-0.003944876645601135,0.0021137249110387535,-0.006058601556639889,0.16972178103339047
feature_035,0.20076,-0.0057714152988359475,0.0014497138973931902,-0.007221129196229138,0.17050032314511543
feature_095,0.4802,0.0029423814688583705,-0.0027182215878945007,0.005660603056752872,0.17960974875589472
feature_121,0.05072,0.014623045395626892,-0.0007813088472399793,0.015404354242866871,0.18178907549356
feature_040,0.11946,0.0074715351312963805,-0.0010136388884394091,0.00848517401973579,0.19321606144232167
feature_088,0.42294,0.00320244006683957,-0.002347138949001662,0.005549579015841232,0.19626089955452555
feature_081,0.20112,0.0052637820551353475,-0.001325170046778731,0.006588952101914078,0.20827366754497162
feature_024,0.15008,-0.006007515913691376,0.0010608151217585539,-0.00706833103544993,0.21458496481353947
feature_072,0.00976,-0.019924616415982692,0.0001963809340949868,-0.02012099735007768,0.21561942752118005
feature_102,0.35022,-0.0034340498099997784,0.0018508924934844885,-0.005284942303484267,0.22570781579167476
feature_011,0.40152,-0.003073859111546438,0.0020622508862891903,-0.005136109997835628,0.22834716887670267
feature_066,0.30374,-0.003771963717612682,0.0016455006169331927,-0.005417464334545875,0.232242410651113
feature_041,0.03022,-0.012377349174443268,0.00038569932563045666,-0.012763048500073725,0.28681756281817516
feature_110,0.22202,0.004154247172266787,-0.0011855394190447613,0.0053397865913115475,0.30401937726784595
feature_113,0.0204,-0.013657844264830275,0.00028442223658714413,-0.013942266501417418,0.312308076293113
feature_119,0.02886,-0.01097470018227918,0.00032614231441275757,-0.011300842496691938,0.3232864981427718
feature_076,0.20054,0.004176645554604123,-0.001047687813726869,0.005224333368330992,0.32699436623945316
feature_023,0.1189,0.005604125165938411,-0.0007562484193302111,0.0063603735852686225,0.3278861306180408
feature_025,0.12114,0.00535982294855511,-0.0007387854175064713,0.0060986083660615805,0.3462563602355177
feature_058,0.0191,0.01784657340764283,-0.0003475069345781926,0.018194080342221024,0.35527358362324135
feature_052,0.02006,0.015568866764042516,-0.00031870468327495984,0.015887571447317474,0.35845341427559735
feature_091,0.14784,0.004614842043727678,-0.0008006222397043636,0.005415464283432042,0.3741746863626981
feature_104,0.15122,0.0046044961345051766,-0.0008203443831165251,0.005424840517621702,0.37766538566216823
feature_085,0.17992,-0.003597283267876927,0.0007892195950573667,-0.004386502862934294,0.41178589667139937
feature_034,0.07848,0.006102868791585709,-0.0005197425371184755,0.006622611328704185,0.43143350693843724
feature_046,0.29812,-0.002370927755929922,0.0010070396400468139,-0.0033779673959767357,0.44915764950893566
feature_112,0.3977,0.0019590770727013224,-0.0012935828521585372,0.0032526599248598595,0.4506082202030577
feature_100,0.00522,0.01518705857267082,-7.969244032963371e-05,0.015266751013000453,0.4639765827060685
feature_087,0.45096,-0.001690531585590276,0.0013885365798412107,-0.003079068165431487,0.46410035198774263
feature_098,0.11932,-0.004156900618428363,0.0005632027316949412,-0.004720103350123304,0.4715960504427515
feature_021,0.06064,0.005897105417489443,-0.0003806852245766601,0.006277790642066103,0.491785505213999
feature_061,0.3012,-0.0021180945787278786,0.0009129508973541293,-0.003031045476082008,0.5079967624727694
feature_069,0.30478,0.002127473532880079,-0.0009326707853527826,0.003060144318232862,0.5103494731630978
feature_036,0.03056,-0.007896448233163694,0.00024892253049565814,-0.008145370763659352,0.5145354729423994
feature_114,0.08034,0.004751651276159458,-0.0004150965178092147,0.005166747793968673,0.5198334143328169
feature_004,0.0184,0.010355590511902192,-0.0001941145736152929,0.010549705085517485,0.5223835607137024
feature_015,0.10024,-0.003977497085711858,0.00044312295259845477,-0.0044206200383103125,0.5225840218299234
feature_048,0.09824,-0.003666406840007228,0.000399427572658511,-0.004065834412665739,0.5637201934699545
feature_107,0.17156,0.0025009551475455045,-0.0005179178518114508,0.0030188729993569554,0.5861175799536978
feature_017,0.37852,-0.0013488393780529755,0.0008215271309436199,-0.0021703665089965957,0.6168907935822467
feature_115,0.18042,-0.002167772630323176,0.00047720727436142404,-0.0026449799046846002,0.6298774961972441
feature_032,0.15082,-0.0022726400541821833,0.0004036359463600009,-0.0026762760005421844,0.6487988941698037
feature_002,0.07996,-0.003151545010337251,0.00027389845983304546,-0.0034254434701702966,0.6574603962547327
feature_116,0.05082,0.003409625731914873,-0.00018255460475113814,0.003592180336666011,0.7046423451252576
feature_049,0.18054,0.001706994367678481,-0.00037607786003275844,0.0020830722277112397,0.705442862440655
feature_105,0.0616,-0.0024826214207421494,0.000162968328512303,-0.0026455897492544526,0.7716586825985938
feature_001,0.0292,0.0032712850911971645,-9.839464843915156e-05,0.003369679739636316,0.7767731590855483
feature_050,0.00494,-0.006933020660856859,3.4419152636887454e-05,-0.006967439813493746,0.7809374841769557
feature_030,0.25134,-0.0008373975112729023,0.0002811309412036971,-0.0011185284524765993,0.8170219816776915
feature_068,0.04022,-0.0021676544901651756,9.083650790042751e-05,-0.002258490998065603,0.8315506174195697
feature_093,0.12016,0.0011722516153103003,-0.0001600947378358079,0.0013323463531461082,0.8361035313794685
feature_063,0.29982,0.0004950441177064826,-0.00021197995859997267,0.0007070240763064553,0.8785672047430472
feature_086,0.11964,-0.0007757989777506569,0.00010543026677304454,-0.0008812292445237014,0.8882502687556104
feature_083,0.3003,0.00044106291677696753,-0.00018929711869357542,0.0006303600354705429,0.891040878633841
feature_053,0.14854,0.0006757739123687079,-0.00011789098370448339,0.0007936648960731913,0.8947421892477672
feature_037,0.39948,0.00033697304532067664,-0.00022416237958182195,0.0005611354249024985,0.8960352458425923
feature_111,0.09988,-0.000730448751021624,8.10527720862426e-05,-0.0008115015231078665,0.9083692784844919
feature_077,0.54938,0.00012607890213259802,-0.00015371094779499027,0.0002797898499275883,0.947119224940353
feature_012,0.44742,-0.00014825686686663334,0.00012004250485304827,-0.0002682993717196816,0.9493078540086013
feature_008,0.14952,-0.00016380763610507709,2.8798464054015874e-05,-0.00019260610015909297,0.9744788426490881
feature_080,0.01022,-0.00010966795345231109,1.132379359566132e-06,-0.00011080033281187722,0.9962172320934775
feature_047,0.39958,-1.0464227444785059e-05,6.963951834743124e-06,-1.7428179279528184e-05,0.9967414093119475
feature_051,0.54962,-3.998648345066446e-14,-4.3947379004130965e-14,3.960895553466502e-15,0.9999999999992453
